PSGC,PRVDIS_PSGC,REG_PSGC,SMC_NAME,PRVDIS_NAME,REG_NAME,CITY_CLASS,INCOME_CLASS,LONGITUDE,LATITUDE
160201000,160200000,160000000,BUENAVISTA,AGUSAN DEL NORTE,REGION XIII (Caraga),,1st,125.379046374,8.844890334
160202000,160200000,160000000,CITY OF BUTUAN (Capital),AGUSAN DEL NORTE,REGION XIII (Caraga),HUC,1st,125.577031932,8.903162745
160203000,160200000,160000000,CITY OF CABADBARAN,AGUSAN DEL NORTE,REGION XIII (Caraga),CC,6th,125.653663693,9.1439489
160204000,160200000,160000000,CARMEN,AGUSAN DEL NORTE,REGION XIII (Caraga),,4th,125.259259526,8.953250322
160205000,160200000,160000000,JABONGA,AGUSAN DEL NORTE,REGION XIII (Caraga),,3rd,125.606919403,9.346085757
160206000,160200000,160000000,KITCHARAO,AGUSAN DEL NORTE,REGION XIII (Caraga),,4th,125.631759351,9.411509523
160207000,160200000,160000000,LAS NIEVES,AGUSAN DEL NORTE,REGION XIII (Caraga),,2nd,125.501043281,8.734800922
160208000,160200000,160000000,MAGALLANES,AGUSAN DEL NORTE,REGION XIII (Caraga),,4th,125.544395463,9.027773323
160209000,160200000,160000000,NASIPIT,AGUSAN DEL NORTE,REGION XIII (Caraga),,3rd,125.334063327,8.927938161
160210000,160200000,160000000,SANTIAGO,AGUSAN DEL NORTE,REGION XIII (Caraga),,4th,125.644968837,9.25859497
160211000,160200000,160000000,TUBAY,AGUSAN DEL NORTE,REGION XIII (Caraga),,4th,125.549907381,9.214008431
160212000,160200000,160000000,REMEDIOS T. ROMUALDEZ,AGUSAN DEL NORTE,REGION XIII (Caraga),,5th,125.654273833,9.064644352
160301000,160300000,160000000,CITY OF BAYUGAN,AGUSAN DEL SUR,REGION XIII (Caraga),CC,5th,125.797415387,8.758959571
160302000,160300000,160000000,BUNAWAN,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,126.031869761,8.193613597
160303000,160300000,160000000,ESPERANZA,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.462102478,8.611360656
160304000,160300000,160000000,LA PAZ,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.60194072,8.257239165
160305000,160300000,160000000,LORETO,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.66730324,8.097888182
160306000,160300000,160000000,PROSPERIDAD (Capital),AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.907981298,8.646519159
160307000,160300000,160000000,ROSARIO,AGUSAN DEL SUR,REGION XIII (Caraga),,2nd,126.033854659,8.332879644
160308000,160300000,160000000,SAN FRANCISCO,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.947691764,8.471231455
160309000,160300000,160000000,SAN LUIS,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.521739519,8.432459849
160310000,160300000,160000000,SANTA JOSEFA,AGUSAN DEL SUR,REGION XIII (Caraga),,3rd,126.019445231,8.004642629
160311000,160300000,160000000,TALACOGON,AGUSAN DEL SUR,REGION XIII (Caraga),,2nd,125.789908185,8.403095107
160312000,160300000,160000000,TRENTO,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,126.144813817,8.067988482
160313000,160300000,160000000,VERUELA,AGUSAN DEL SUR,REGION XIII (Caraga),,2nd,125.904740404,8.037238491
160314000,160300000,160000000,SIBAGAT,AGUSAN DEL SUR,REGION XIII (Caraga),,1st,125.775009527,8.968518356
166701000,166700000,160000000,ALEGRIA,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.607820165,9.48540752
166702000,166700000,160000000,BACUAG,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.629289159,9.572627131
166704000,166700000,160000000,BURGOS,SURIGAO DEL NORTE,REGION XIII (Caraga),,6th,126.073630259,9.999503952
166706000,166700000,160000000,CLAVER,SURIGAO DEL NORTE,REGION XIII (Caraga),,2nd,125.785620983,9.474801007
166707000,166700000,160000000,DAPA,SURIGAO DEL NORTE,REGION XIII (Caraga),,4th,126.063217107,9.773736019
166708000,166700000,160000000,DEL CARMEN,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,126.008935766,9.852463015
166710000,166700000,160000000,GENERAL LUNA,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,126.128782031,9.801468233
166711000,166700000,160000000,GIGAQUIT,SURIGAO DEL NORTE,REGION XIII (Caraga),,4th,125.686706419,9.506595915
166714000,166700000,160000000,MAINIT,SURIGAO DEL NORTE,REGION XIII (Caraga),,4th,125.503143348,9.562125304
166715000,166700000,160000000,MALIMONO,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.436715938,9.565683715
166716000,166700000,160000000,PILAR,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,126.083387163,9.855113436
166717000,166700000,160000000,PLACER,SURIGAO DEL NORTE,REGION XIII (Caraga),,4th,125.577271651,9.632093605
166718000,166700000,160000000,SAN BENITO,SURIGAO DEL NORTE,REGION XIII (Caraga),,6th,126.01532031,9.941510416
166719000,166700000,160000000,SAN FRANCISCO (ANAO-AON),SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.415972647,9.713975726
166720000,166700000,160000000,SAN ISIDRO,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,126.070399794,9.934006822
166721000,166700000,160000000,SANTA MONICA (SAPAO),SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,126.049709336,10.01363259
166722000,166700000,160000000,SISON,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.495095243,9.647119492
166723000,166700000,160000000,SOCORRO,SURIGAO DEL NORTE,REGION XIII (Caraga),,4th,125.942901272,9.656189927
166724000,166700000,160000000,CITY OF SURIGAO (Capital),SURIGAO DEL NORTE,REGION XIII (Caraga),CC,3rd,125.489015197,9.733280186
166725000,166700000,160000000,TAGANA-AN,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th*,125.575467101,9.701517699
166727000,166700000,160000000,TUBOD,SURIGAO DEL NORTE,REGION XIII (Caraga),,5th,125.567331859,9.573613235
166801000,166800000,160000000,BAROBO,SURIGAO DEL SUR,REGION XIII (Caraga),,3rd,126.125599093,8.523672814
166802000,166800000,160000000,BAYABAS,SURIGAO DEL SUR,REGION XIII (Caraga),,5th,126.254862838,8.951508837
166803000,166800000,160000000,CITY OF BISLIG,SURIGAO DEL SUR,REGION XIII (Caraga),CC,3rd,126.285339085,8.182800976
166804000,166800000,160000000,CAGWAIT,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,126.276040244,8.895253366
166805000,166800000,160000000,CANTILAN,SURIGAO DEL SUR,REGION XIII (Caraga),,2nd,125.867204441,9.296903144
166806000,166800000,160000000,CARMEN,SURIGAO DEL SUR,REGION XIII (Caraga),,5th,125.867635982,9.171688696
166807000,166800000,160000000,CARRASCAL,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,125.872560311,9.386428057
166808000,166800000,160000000,CORTES,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,126.148415301,9.209973972
166809000,166800000,160000000,HINATUAN,SURIGAO DEL SUR,REGION XIII (Caraga),,2nd,126.300905619,8.392159512
166810000,166800000,160000000,LANUZA,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,126.010812056,9.160565484
166811000,166800000,160000000,LIANGA,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,126.078790458,8.694397602
166812000,166800000,160000000,LINGIG,SURIGAO DEL SUR,REGION XIII (Caraga),,2nd,126.369618288,8.063575389
166813000,166800000,160000000,MADRID,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,125.888605362,9.240808614
166814000,166800000,160000000,MARIHATAG,SURIGAO DEL SUR,REGION XIII (Caraga),,3rd,126.20909878,8.824846499
166815000,166800000,160000000,SAN AGUSTIN,SURIGAO DEL SUR,REGION XIII (Caraga),,4th,126.195588349,8.753780746
166816000,166800000,160000000,SAN MIGUEL,SURIGAO DEL SUR,REGION XIII (Caraga),,1st,125.987013772,8.928023116
166817000,166800000,160000000,TAGBINA,SURIGAO DEL SUR,REGION XIII (Caraga),,2nd,126.180350743,8.415467155
166818000,166800000,160000000,TAGO,SURIGAO DEL SUR,REGION XIII (Caraga),,2nd,126.146256732,8.94948731
166819000,166800000,160000000,CITY OF TANDAG (Capital),SURIGAO DEL SUR,REGION XIII (Caraga),CC,5th,126.128359093,9.074341712
168501000,168500000,160000000,BASILISA (RIZAL),DINAGAT ISLANDS,REGION XIII (Caraga),,4th*,125.560314782,10.09627542
168502000,168500000,160000000,CAGDIANAO,DINAGAT ISLANDS,REGION XIII (Caraga),,3rd,125.656035971,10.028170305
168503000,168500000,160000000,DINAGAT,DINAGAT ISLANDS,REGION XIII (Caraga),,5th,125.614440805,9.974216692
168504000,168500000,160000000,LIBJO (ALBOR),DINAGAT ISLANDS,REGION XIII (Caraga),,5th,125.564924224,10.19008468
168505000,168500000,160000000,LORETO,DINAGAT ISLANDS,REGION XIII (Caraga),,4th*,125.627092586,10.361501272
168506000,168500000,160000000,SAN JOSE (Capital),DINAGAT ISLANDS,REGION XIII (Caraga),,4th*,125.605800369,10.01825083
168507000,168500000,160000000,TUBAJON,DINAGAT ISLANDS,REGION XIII (Caraga),,5th*,125.581338837,10.281771193
174001000,174000000,170000000,BOAC (Capital),MARINDUQUE,MIMAROPA REGION,,1st,121.915533144,13.395228398
174002000,174000000,170000000,BUENAVISTA,MARINDUQUE,MIMAROPA REGION,,4th,121.972514318,13.255332419
174003000,174000000,170000000,GASAN,MARINDUQUE,MIMAROPA REGION,,3rd,121.885290656,13.326137002
174004000,174000000,170000000,MOGPOG,MARINDUQUE,MIMAROPA REGION,,3rd,121.896741192,13.495483463
174005000,174000000,170000000,SANTA CRUZ,MARINDUQUE,MIMAROPA REGION,,1st,122.026024919,13.459269892
174006000,174000000,170000000,TORRIJOS,MARINDUQUE,MIMAROPA REGION,,3rd,122.053880679,13.326826378
175101000,175100000,170000000,ABRA DE ILOG,OCCIDENTAL MINDORO,MIMAROPA REGION,,2nd,120.723685252,13.39744028
175102000,175100000,170000000,CALINTAAN,OCCIDENTAL MINDORO,MIMAROPA REGION,,3rd,120.997558129,12.627160754
175103000,175100000,170000000,LOOC,OCCIDENTAL MINDORO,MIMAROPA REGION,,5th,120.236679652,13.747761116
175104000,175100000,170000000,LUBANG,OCCIDENTAL MINDORO,MIMAROPA REGION,,4th,120.146681152,13.805401338
175105000,175100000,170000000,MAGSAYSAY,OCCIDENTAL MINDORO,MIMAROPA REGION,,3rd,121.188170262,12.336820456
175106000,175100000,170000000,MAMBURAO (Capital),OCCIDENTAL MINDORO,MIMAROPA REGION,,2nd,120.681115855,13.241139278
175107000,175100000,170000000,PALUAN,OCCIDENTAL MINDORO,MIMAROPA REGION,,3rd,120.474876672,13.415339048
175108000,175100000,170000000,RIZAL,OCCIDENTAL MINDORO,MIMAROPA REGION,,3rd,121.064535766,12.556782009
175109000,175100000,170000000,SABLAYAN,OCCIDENTAL MINDORO,MIMAROPA REGION,,1st,121.032568556,12.889223256
175110000,175100000,170000000,SAN JOSE,OCCIDENTAL MINDORO,MIMAROPA REGION,,1st,121.143466263,12.490531567
175111000,175100000,170000000,SANTA CRUZ,OCCIDENTAL MINDORO,MIMAROPA REGION,,1st,120.842202336,13.115830714
175201000,175200000,170000000,BACO,ORIENTAL MINDORO,MIMAROPA REGION,,3rd,120.981775419,13.304621803
175202000,175200000,170000000,BANSUD,ORIENTAL MINDORO,MIMAROPA REGION,,2nd,121.358292403,12.828822316
175203000,175200000,170000000,BONGABONG,ORIENTAL MINDORO,MIMAROPA REGION,,1st,121.400611695,12.702109512
175204000,175200000,170000000,BULALACAO (SAN PEDRO),ORIENTAL MINDORO,MIMAROPA REGION,,3rd,121.31306362,12.373623208
175205000,175200000,170000000,CITY OF CALAPAN (Capital),ORIENTAL MINDORO,MIMAROPA REGION,CC,3rd,121.186546956,13.354345563
175206000,175200000,170000000,GLORIA,ORIENTAL MINDORO,MIMAROPA REGION,,3rd,121.363795649,12.938896278
175207000,175200000,170000000,MANSALAY,ORIENTAL MINDORO,MIMAROPA REGION,,2nd,121.354379611,12.541869131
175208000,175200000,170000000,NAUJAN,ORIENTAL MINDORO,MIMAROPA REGION,,1st,121.183679366,13.228978292
175209000,175200000,170000000,PINAMALAYAN,ORIENTAL MINDORO,MIMAROPA REGION,,1st,121.444916824,13.024893026
175210000,175200000,170000000,POLA,ORIENTAL MINDORO,MIMAROPA REGION,,3rd,121.449096513,13.132055835
175211000,175200000,170000000,PUERTO GALERA,ORIENTAL MINDORO,MIMAROPA REGION,,1st,120.935573394,13.459982953
175212000,175200000,170000000,ROXAS,ORIENTAL MINDORO,MIMAROPA REGION,,2nd,121.451418624,12.619873918
175213000,175200000,170000000,SAN TEODORO,ORIENTAL MINDORO,MIMAROPA REGION,,4th,120.943855209,13.383697443
175214000,175200000,170000000,SOCORRO,ORIENTAL MINDORO,MIMAROPA REGION,,3rd,121.333385167,13.054235156
175215000,175200000,170000000,VICTORIA,ORIENTAL MINDORO,MIMAROPA REGION,,2nd,121.244155016,13.143151353
175301000,175300000,170000000,ABORLAN,PALAWAN,MIMAROPA REGION,,1st,118.443764137,9.508659545
175302000,175300000,170000000,AGUTAYA,PALAWAN,MIMAROPA REGION,,5th,120.963403261,11.151695995
175303000,175300000,170000000,ARACELI,PALAWAN,MIMAROPA REGION,,4th,119.897523583,10.574984481
175304000,175300000,170000000,BALABAC,PALAWAN,MIMAROPA REGION,,2nd,117.021097468,7.94699048
175305000,175300000,170000000,BATARAZA,PALAWAN,MIMAROPA REGION,,1st,117.424004176,8.565977951
175306000,175300000,170000000,BROOKE'S POINT,PALAWAN,MIMAROPA REGION,,1st,117.816143392,8.850768662
175307000,175300000,170000000,BUSUANGA,PALAWAN,MIMAROPA REGION,,3rd,119.960809023,12.176448697
175308000,175300000,170000000,CAGAYANCILLO,PALAWAN,MIMAROPA REGION,,6th,121.210480461,9.595627997
175309000,175300000,170000000,CORON,PALAWAN,MIMAROPA REGION,,1st,120.165735415,12.078319202
175310000,175300000,170000000,CUYO,PALAWAN,MIMAROPA REGION,,4th,121.022686873,10.832254661
175311000,175300000,170000000,DUMARAN,PALAWAN,MIMAROPA REGION,,3rd,119.591243707,10.532220594
175312000,175300000,170000000,EL NIDO (BACUIT),PALAWAN,MIMAROPA REGION,,1st,119.464386434,11.194281697
175313000,175300000,170000000,LINAPACAN,PALAWAN,MIMAROPA REGION,,5th,119.807792693,11.446653202
175314000,175300000,170000000,MAGSAYSAY,PALAWAN,MIMAROPA REGION,,5th,121.055595693,10.855975264
175315000,175300000,170000000,NARRA,PALAWAN,MIMAROPA REGION,,1st,118.296113141,9.277564894
175316000,175300000,170000000,CITY OF PUERTO PRINCESA (Capital),PALAWAN,MIMAROPA REGION,HUC,1st,118.780228193,9.914276626
175317000,175300000,170000000,QUEZON,PALAWAN,MIMAROPA REGION,,1st,118.039040444,9.253351595
175318000,175300000,170000000,ROXAS,PALAWAN,MIMAROPA REGION,,1st,119.299808079,10.334344316
175319000,175300000,170000000,SAN VICENTE,PALAWAN,MIMAROPA REGION,,1st,119.193319165,10.451002255
175320000,175300000,170000000,TAYTAY,PALAWAN,MIMAROPA REGION,,1st,119.446769715,10.793778753
175321000,175300000,170000000,KALAYAAN,PALAWAN,MIMAROPA REGION,,5th,114.284681783,11.052824511
175322000,175300000,170000000,CULION,PALAWAN,MIMAROPA REGION,,3rd,119.967848576,11.82763145
175323000,175300000,170000000,RIZAL (MARCOS),PALAWAN,MIMAROPA REGION,,1st,117.560387698,8.832019274
175324000,175300000,170000000,SOFRONIO ESPAÑOLA,PALAWAN,MIMAROPA REGION,,2nd,118.014200969,9.064768256
175901000,175900000,170000000,ALCANTARA,ROMBLON,MIMAROPA REGION,,5th,122.053008828,12.301476532
175902000,175900000,170000000,BANTON,ROMBLON,MIMAROPA REGION,,5th,122.069735629,12.938701609
175903000,175900000,170000000,CAJIDIOCAN,ROMBLON,MIMAROPA REGION,,4th,122.644415975,12.418145899
175904000,175900000,170000000,CALATRAVA,ROMBLON,MIMAROPA REGION,,5th,122.068255857,12.612404707
175905000,175900000,170000000,CONCEPCION,ROMBLON,MIMAROPA REGION,,6th,121.708965635,12.925601485
175906000,175900000,170000000,CORCUERA,ROMBLON,MIMAROPA REGION,,5th,122.054611754,12.805783443
175907000,175900000,170000000,LOOC,ROMBLON,MIMAROPA REGION,,4th,122.00221365,12.270024788
175908000,175900000,170000000,MAGDIWANG,ROMBLON,MIMAROPA REGION,,5th,122.522709769,12.472211302
175909000,175900000,170000000,ODIONGAN,ROMBLON,MIMAROPA REGION,,2nd,122.013292026,12.4001181
175910000,175900000,170000000,ROMBLON (Capital),ROMBLON,MIMAROPA REGION,,3rd,122.288763732,12.541616621
175911000,175900000,170000000,SAN AGUSTIN,ROMBLON,MIMAROPA REGION,,4th,122.10867563,12.554238923
175912000,175900000,170000000,SAN ANDRES,ROMBLON,MIMAROPA REGION,,5th,122.044097988,12.539749711
175913000,175900000,170000000,SAN FERNANDO,ROMBLON,MIMAROPA REGION,,4th,122.557938258,12.38172045
175914000,175900000,170000000,SAN JOSE,ROMBLON,MIMAROPA REGION,,5th,121.937537813,12.06412636
175915000,175900000,170000000,SANTA FE,ROMBLON,MIMAROPA REGION,,5th,122.007750064,12.165135371
175916000,175900000,170000000,FERROL,ROMBLON,MIMAROPA REGION,,6th,121.9507044,12.326682429
175917000,175900000,170000000,SANTA MARIA (IMELDA),ROMBLON,MIMAROPA REGION,,5th,122.079622023,12.405566908
051732000,051700000,050000000,SAN FERNANDO,CAMARINES SUR,REGION V (BICOL REGION),,4th,123.126343803,13.524013041
051733000,051700000,050000000,SAN JOSE,CAMARINES SUR,REGION V (BICOL REGION),,4th,123.532171828,13.686487354
051734000,051700000,050000000,SIPOCOT,CAMARINES SUR,REGION V (BICOL REGION),,1st,122.960325425,13.794184511
051735000,051700000,050000000,SIRUMA,CAMARINES SUR,REGION V (BICOL REGION),,4th,123.296550123,14.010184939
051736000,051700000,050000000,TIGAON,CAMARINES SUR,REGION V (BICOL REGION),,3rd,123.467971927,13.625572826
051737000,051700000,050000000,TINAMBAC,CAMARINES SUR,REGION V (BICOL REGION),,1st,123.35923114,13.86681569
052001000,052000000,050000000,BAGAMANOC,CATANDUANES,REGION V (BICOL REGION),,5th,124.258465375,13.961204014
052002000,052000000,050000000,BARAS,CATANDUANES,REGION V (BICOL REGION),,5th,124.364247235,13.694075699
052003000,052000000,050000000,BATO,CATANDUANES,REGION V (BICOL REGION),,5th,124.309425898,13.604621209
052004000,052000000,050000000,CARAMORAN,CATANDUANES,REGION V (BICOL REGION),,3rd,124.182750502,13.871002129
052005000,052000000,050000000,GIGMOTO,CATANDUANES,REGION V (BICOL REGION),,5th,124.35857738,13.785456557
052006000,052000000,050000000,PANDAN,CATANDUANES,REGION V (BICOL REGION),,4th,124.196383671,14.030882588
052007000,052000000,050000000,PANGANIBAN (PAYO),CATANDUANES,REGION V (BICOL REGION),,5th,124.295806559,13.905757613
052008000,052000000,050000000,SAN ANDRES (CALOLBON),CATANDUANES,REGION V (BICOL REGION),,3rd,124.109970705,13.662245735
052009000,052000000,050000000,SAN MIGUEL,CATANDUANES,REGION V (BICOL REGION),,5th,124.255809782,13.704025897
052010000,052000000,050000000,VIGA,CATANDUANES,REGION V (BICOL REGION),,4th,124.309465351,13.846471241
052011000,052000000,050000000,VIRAC (Capital),CATANDUANES,REGION V (BICOL REGION),,1st,124.194612324,13.601342679
054101000,054100000,050000000,AROROY,MASBATE,REGION V (BICOL REGION),,1st,123.342217394,12.439875863
054102000,054100000,050000000,BALENO,MASBATE,REGION V (BICOL REGION),,4th,123.479672368,12.423934609
054103000,054100000,050000000,BALUD,MASBATE,REGION V (BICOL REGION),,4th*,123.235497746,12.026057914
054104000,054100000,050000000,BATUAN,MASBATE,REGION V (BICOL REGION),,5th,123.761616446,12.401851451
054105000,054100000,050000000,CATAINGAN,MASBATE,REGION V (BICOL REGION),,2nd,123.956480793,12.001466515
054106000,054100000,050000000,CAWAYAN,MASBATE,REGION V (BICOL REGION),,2nd,123.760304537,12.021995757
054107000,054100000,050000000,CLAVERIA,MASBATE,REGION V (BICOL REGION),,3rd,123.221907289,12.867602794
054108000,054100000,050000000,DIMASALANG,MASBATE,REGION V (BICOL REGION),,4th,123.851788311,12.149836813
054109000,054100000,050000000,ESPERANZA,MASBATE,REGION V (BICOL REGION),,5th,124.010113245,11.811619125
054110000,054100000,050000000,MANDAON,MASBATE,REGION V (BICOL REGION),,3rd,123.310877274,12.226209941
054111000,054100000,050000000,CITY OF MASBATE (Capital),MASBATE,REGION V (BICOL REGION),CC,4th,123.564122643,12.336905326
054112000,054100000,050000000,MILAGROS,MASBATE,REGION V (BICOL REGION),,1st,123.524068037,12.202900519
054113000,054100000,050000000,MOBO,MASBATE,REGION V (BICOL REGION),,4th,123.663654841,12.273907676
054114000,054100000,050000000,MONREAL,MASBATE,REGION V (BICOL REGION),,4th,123.639402883,12.628481902
054115000,054100000,050000000,PALANAS,MASBATE,REGION V (BICOL REGION),,4th,123.897700713,12.097525298
054116000,054100000,050000000,PIO V. CORPUZ (LIMBUHAN),MASBATE,REGION V (BICOL REGION),,4th,124.031280756,11.8561293
054117000,054100000,050000000,PLACER,MASBATE,REGION V (BICOL REGION),,2nd,123.892750263,11.928371658
054118000,054100000,050000000,SAN FERNANDO,MASBATE,REGION V (BICOL REGION),,5th*,123.725203243,12.478745855
054119000,054100000,050000000,SAN JACINTO,MASBATE,REGION V (BICOL REGION),,4th,123.690907868,12.557483283
054120000,054100000,050000000,SAN PASCUAL,MASBATE,REGION V (BICOL REGION),,3rd,123.031690592,13.054714066
054121000,054100000,050000000,USON,MASBATE,REGION V (BICOL REGION),,3rd,123.759978563,12.171117703
056202000,056200000,050000000,BARCELONA,SORSOGON,REGION V (BICOL REGION),,5th,124.115306033,12.832430452
056203000,056200000,050000000,BULAN,SORSOGON,REGION V (BICOL REGION),,1st,123.925604129,12.683913207
056204000,056200000,050000000,BULUSAN,SORSOGON,REGION V (BICOL REGION),,4th,124.105001129,12.756957515
056205000,056200000,050000000,CASIGURAN,SORSOGON,REGION V (BICOL REGION),,4th,124.042449307,12.859232501
056206000,056200000,050000000,CASTILLA,SORSOGON,REGION V (BICOL REGION),,3rd,123.816599859,12.950726617
056207000,056200000,050000000,DONSOL,SORSOGON,REGION V (BICOL REGION),,3rd,123.577229038,12.970971821
056208000,056200000,050000000,GUBAT,SORSOGON,REGION V (BICOL REGION),,2nd,124.105212346,12.924948943
056209000,056200000,050000000,IROSIN,SORSOGON,REGION V (BICOL REGION),,2nd,124.029397175,12.712337799
056210000,056200000,050000000,JUBAN,SORSOGON,REGION V (BICOL REGION),,4th,123.97646739,12.808993307
056211000,056200000,050000000,MAGALLANES,SORSOGON,REGION V (BICOL REGION),,3rd,123.886285708,12.808330055
056212000,056200000,050000000,MATNOG,SORSOGON,REGION V (BICOL REGION),,3rd,124.034284301,12.59098523
056213000,056200000,050000000,PILAR,SORSOGON,REGION V (BICOL REGION),,1st,123.698952045,12.952343843
056214000,056200000,050000000,PRIETO DIAZ,SORSOGON,REGION V (BICOL REGION),,5th,124.156749583,13.036233572
056215000,056200000,050000000,SANTA MAGDALENA,SORSOGON,REGION V (BICOL REGION),,5th,124.087739621,12.657153338
056216000,056200000,050000000,CITY OF SORSOGON (Capital),SORSOGON,REGION V (BICOL REGION),CC,3rd,123.989780938,13.018044063
060401000,060400000,060000000,ALTAVAS,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.461092672,11.514176606
060402000,060400000,060000000,BALETE,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.374995318,11.526980632
060403000,060400000,060000000,BANGA,AKLAN,REGION VI (WESTERN VISAYAS),,3rd,122.32930363,11.599028907
060404000,060400000,060000000,BATAN,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.527108437,11.557475824
060405000,060400000,060000000,BURUANGA,AKLAN,REGION VI (WESTERN VISAYAS),,5th,121.914687221,11.831599678
060406000,060400000,060000000,IBAJAY,AKLAN,REGION VI (WESTERN VISAYAS),,3rd,122.169206399,11.744519709
060407000,060400000,060000000,KALIBO (Capital),AKLAN,REGION VI (WESTERN VISAYAS),,1st,122.373692355,11.693874078
060408000,060400000,060000000,LEZO,AKLAN,REGION VI (WESTERN VISAYAS),,5th,122.317490055,11.677751669
060409000,060400000,060000000,LIBACAO,AKLAN,REGION VI (WESTERN VISAYAS),,3rd,122.294384977,11.415967184
060410000,060400000,060000000,MADALAG,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.222016056,11.465903065
060411000,060400000,060000000,MAKATO,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.273563619,11.709550401
060412000,060400000,060000000,MALAY,AKLAN,REGION VI (WESTERN VISAYAS),,1st,121.949539,11.881320407
060413000,060400000,060000000,MALINAO,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.229114348,11.604818399
060414000,060400000,060000000,NABAS,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.036831198,11.844137845
060415000,060400000,060000000,NEW WASHINGTON,AKLAN,REGION VI (WESTERN VISAYAS),,3rd,122.407013261,11.636305019
060416000,060400000,060000000,NUMANCIA,AKLAN,REGION VI (WESTERN VISAYAS),,4th,122.335807278,11.717572812
060417000,060400000,060000000,TANGALAN,AKLAN,REGION VI (WESTERN VISAYAS),,5th,122.232980099,11.741255063
060601000,060600000,060000000,ANINI-Y,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,121.965011315,10.446898942
060602000,060600000,060000000,BARBAZA,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.124636087,11.254160428
060603000,060600000,060000000,BELISON,ANTIQUE,REGION VI (WESTERN VISAYAS),,5th,121.983670098,10.848726894
060604000,060600000,060000000,BUGASONG,ANTIQUE,REGION VI (WESTERN VISAYAS),,3rd,122.133143051,11.093853477
060605000,060600000,060000000,CALUYA,ANTIQUE,REGION VI (WESTERN VISAYAS),,1st,121.386278986,12.0574539
060606000,060600000,060000000,CULASI,ANTIQUE,REGION VI (WESTERN VISAYAS),,3rd,122.116302804,11.42039515
060607000,060600000,060000000,TOBIAS FORNIER (DAO),ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,121.977799497,10.520737053
060608000,060600000,060000000,HAMTIC,ANTIQUE,REGION VI (WESTERN VISAYAS),,3rd,122.010228028,10.666233849
060609000,060600000,060000000,LAUA-AN,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.109958797,11.15590244
060610000,060600000,060000000,LIBERTAD,ANTIQUE,REGION VI (WESTERN VISAYAS),,5th,121.950158173,11.787347095
060611000,060600000,060000000,PANDAN,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.091496808,11.742486329
060612000,060600000,060000000,PATNONGON,ANTIQUE,REGION VI (WESTERN VISAYAS),,3rd,122.036204467,10.922679004
060613000,060600000,060000000,SAN JOSE (Capital),ANTIQUE,REGION VI (WESTERN VISAYAS),,1st,121.956681227,10.771914017
060614000,060600000,060000000,SAN REMIGIO,ANTIQUE,REGION VI (WESTERN VISAYAS),,3rd,122.17642432,10.898127158
060615000,060600000,060000000,SEBASTE,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.118145411,11.589276624
060616000,060600000,060000000,SIBALOM,ANTIQUE,REGION VI (WESTERN VISAYAS),,2nd,122.071614592,10.772345315
060617000,060600000,060000000,TIBIAO,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.084315616,11.312669869
060618000,060600000,060000000,VALDERRAMA,ANTIQUE,REGION VI (WESTERN VISAYAS),,4th,122.204255296,11.029798207
