PSGC,PRVDIS_PSGC,REG_PSGC,SMC_NAME,PRVDIS_NAME,REG_NAME,CITY_CLASS,INCOME_CLASS,LONGITUDE,LATITUDE
103518000,103500000,100000000,SALVADOR,LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,5th,123.890373465,7.903831583
103519000,103500000,100000000,SAPAD,LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,5th,123.843665847,7.835051077
103520000,103500000,100000000,TAGOLOAN,LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,5th,124.315816426,8.159387082
103521000,103500000,100000000,TANGCAL,LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,5th,123.98085804,8.028525044
103522000,103500000,100000000,TUBOD (Capital),LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,2nd,123.89360066,7.980692654
103523000,103500000,100000000,PANTAR,LANAO DEL NORTE,REGION X (NORTHERN MINDANAO),,5th,124.289193196,8.08794856
104201000,104200000,100000000,ALORAN,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.759993595,8.393783962
104202000,104200000,100000000,BALIANGAO,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,5th,123.618734092,8.615414021
104203000,104200000,100000000,BONIFACIO,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.599097056,8.081371629
104204000,104200000,100000000,CALAMBA,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.640125979,8.521079838
104205000,104200000,100000000,CLARIN,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.770475004,8.210194589
104206000,104200000,100000000,CONCEPCION,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,6th*,123.596026169,8.410054029
104207000,104200000,100000000,JIMENEZ,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,3rd,123.765168134,8.331193959
104208000,104200000,100000000,LOPEZ JAENA,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.700410577,8.498110761
104209000,104200000,100000000,CITY OF OROQUIETA (Capital),MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),CC,4th,123.733155645,8.451079797
104210000,104200000,100000000,CITY OF OZAMIZ,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),CC,3rd,123.776569701,8.155978541
104211000,104200000,100000000,PANAON,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,5th,123.792265295,8.362327088
104212000,104200000,100000000,PLARIDEL,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,3rd,123.691632124,8.587761838
104213000,104200000,100000000,SAPANG DALAGA,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,5th*,123.588280516,8.513483094
104214000,104200000,100000000,SINACABAN,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,5th,123.756116156,8.294929498
104215000,104200000,100000000,CITY OF TANGUB,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),CC,4th,123.687453711,8.104606983
104216000,104200000,100000000,TUDELA,MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.751676791,8.249823663
104217000,104200000,100000000,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),MISAMIS OCCIDENTAL,REGION X (NORTHERN MINDANAO),,4th,123.610098013,8.266271056
104301000,104300000,100000000,ALUBIJID,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.435874335,8.487612194
104302000,104300000,100000000,BALINGASAG,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,2nd,124.844517255,8.746069624
104303000,104300000,100000000,BALINGOAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.878334313,8.936457259
104304000,104300000,100000000,BINUANGAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,6th,124.797763369,8.919354266
104305000,104300000,100000000,CITY OF CAGAYAN DE ORO (Capital),MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),HUC,1st,124.602001503,8.372777718
104306000,104300000,100000000,CLAVERIA,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,1st,124.991288731,8.668549719
104307000,104300000,100000000,CITY OF EL SALVADOR,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),CC,6th,124.499152751,8.513623527
104308000,104300000,100000000,CITY OF GINGOOG,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),CC,2nd,125.103450491,8.775925189
104309000,104300000,100000000,GITAGUM,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.399666842,8.560305593
104310000,104300000,100000000,INITAO,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,3rd,124.343440239,8.482605836
104311000,104300000,100000000,JASAAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,2nd,124.775262379,8.654857804
104312000,104300000,100000000,KINOGUITAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.826707673,8.954329874
104313000,104300000,100000000,LAGONGLONG,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.828321908,8.807670445
104314000,104300000,100000000,LAGUINDINGAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.442496446,8.591835691
104315000,104300000,100000000,LIBERTAD,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.370731181,8.53044348
104316000,104300000,100000000,LUGAIT,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,2nd,124.299149649,8.340549378
104317000,104300000,100000000,MAGSAYSAY (LINUGOS),MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,125.205597343,8.971074195
104318000,104300000,100000000,MANTICAO,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.357951262,8.365153739
104319000,104300000,100000000,MEDINA,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.972501755,8.887318485
104320000,104300000,100000000,NAAWAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.341731117,8.419079886
104321000,104300000,100000000,OPOL,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,2nd,124.499880944,8.426738736
104322000,104300000,100000000,SALAY,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.832926019,8.860559167
104323000,104300000,100000000,SUGBONGCOGON,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,5th,124.815912333,8.926603734
104324000,104300000,100000000,TAGOLOAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,1st,124.789746476,8.535344425
104325000,104300000,100000000,TALISAYAN,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,4th,124.908660618,8.959873326
104326000,104300000,100000000,VILLANUEVA,MISAMIS ORIENTAL,REGION X (NORTHERN MINDANAO),,2nd,124.7938254,8.576291453
112301000,112300000,110000000,ASUNCION (SAUG),DAVAO DEL NORTE,REGION XI (DAVAO REGION),,1st,125.791116488,7.632606725
112303000,112300000,110000000,CARMEN,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,1st,125.681475092,7.373121354
112305000,112300000,110000000,KAPALONG,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,1st,125.573978289,7.836690836
112314000,112300000,110000000,NEW CORELLA,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,2nd,125.852647335,7.602467171
112315000,112300000,110000000,CITY OF PANABO,DAVAO DEL NORTE,REGION XI (DAVAO REGION),CC,3rd,125.606073315,7.330375666
112317000,112300000,110000000,ISLAND GARDEN CITY OF SAMAL,DAVAO DEL NORTE,REGION XI (DAVAO REGION),CC,4th,125.740151081,7.063413191
112318000,112300000,110000000,SANTO TOMAS,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,1st,125.632182061,7.511310377
112319000,112300000,110000000,CITY OF TAGUM (Capital),DAVAO DEL NORTE,REGION XI (DAVAO REGION),CC,1st,125.795793246,7.431253964
112322000,112300000,110000000,TALAINGOD,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,2nd,125.499261984,7.6865312
112323000,112300000,110000000,BRAULIO E. DUJALI,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,4th,125.681214284,7.439690023
112324000,112300000,110000000,SAN ISIDRO,DAVAO DEL NORTE,REGION XI (DAVAO REGION),,5th,125.706345639,7.748871137
112401000,112400000,110000000,BANSALAN,DAVAO DEL SUR,REGION XI (DAVAO REGION),,1st,125.222056661,6.856285988
112402000,112400000,110000000,CITY OF DAVAO,DAVAO DEL SUR,REGION XI (DAVAO REGION),HUC,1st,125.418898445,7.264440075
112403000,112400000,110000000,CITY OF DIGOS (Capital),DAVAO DEL SUR,REGION XI (DAVAO REGION),CC,2nd,125.316647842,6.839449427
112404000,112400000,110000000,HAGONOY,DAVAO DEL SUR,REGION XI (DAVAO REGION),,2nd,125.304939749,6.692886099
112406000,112400000,110000000,KIBLAWAN,DAVAO DEL SUR,REGION XI (DAVAO REGION),,2nd,125.200628741,6.531062794
112407000,112400000,110000000,MAGSAYSAY,DAVAO DEL SUR,REGION XI (DAVAO REGION),,3rd,125.118996031,6.756469916
112408000,112400000,110000000,MALALAG,DAVAO DEL SUR,REGION XI (DAVAO REGION),,2nd,125.370919127,6.537467113
112410000,112400000,110000000,MATANAO,DAVAO DEL SUR,REGION XI (DAVAO REGION),,2nd,125.167696406,6.660645796
112411000,112400000,110000000,PADADA,DAVAO DEL SUR,REGION XI (DAVAO REGION),,3rd,125.34213151,6.64386308
112412000,112400000,110000000,SANTA CRUZ,DAVAO DEL SUR,REGION XI (DAVAO REGION),,1st,125.398553538,6.904721752
112414000,112400000,110000000,SULOP,DAVAO DEL SUR,REGION XI (DAVAO REGION),,3rd,125.304871381,6.578946578
112501000,112500000,110000000,BAGANGA,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,1st,126.434528373,7.568406092
112502000,112500000,110000000,BANAYBANAY,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,2nd,126.021881356,7.050198703
112503000,112500000,110000000,BOSTON,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,3rd,126.269923153,7.91659167
112504000,112500000,110000000,CARAGA,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,1st,126.430193934,7.35971751
112505000,112500000,110000000,CATEEL,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,2nd,126.344571089,7.75757456
112506000,112500000,110000000,GOVERNOR GENEROSO,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,2nd,126.136993564,6.5391861
112507000,112500000,110000000,LUPON,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,1st,126.149878463,7.074192156
112508000,112500000,110000000,MANAY,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,2nd,126.432194084,7.209317382
112509000,112500000,110000000,CITY OF MATI (Capital),DAVAO ORIENTAL,REGION XI (DAVAO REGION),CC,5th,126.222580312,6.831426811
112510000,112500000,110000000,SAN ISIDRO,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,3rd,126.126170819,6.792031592
112511000,112500000,110000000,TARRAGONA,DAVAO ORIENTAL,REGION XI (DAVAO REGION),,3rd,126.377761592,7.08089228
118201000,118200000,110000000,COMPOSTELA,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.154680491,7.688716255
118202000,118200000,110000000,LAAK (SAN VICENTE),DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,125.799664646,7.862996357
118203000,118200000,110000000,MABINI (DOÑA ALICIA),DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,2nd,125.939988566,7.300212873
118204000,118200000,110000000,MACO,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,125.942772637,7.403858671
118205000,118200000,110000000,MARAGUSAN (SAN MARIANO),DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.164644411,7.338193314
118206000,118200000,110000000,MAWAB,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,3rd,125.93601147,7.504974834
118207000,118200000,110000000,MONKAYO,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.07066323,7.865333538
118208000,118200000,110000000,MONTEVISTA,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,3rd,125.969319091,7.742265923
118209000,118200000,110000000,NABUNTURAN (Capital),DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.002267207,7.549402792
118210000,118200000,110000000,NEW BATAAN,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.180339261,7.522888629
118211000,118200000,110000000,PANTUKAN,DAVAO DE ORO (COMPOSTELA VALLEY),REGION XI (DAVAO REGION),,1st,126.040118888,7.202286725
118601000,118600000,110000000,DON MARCELINO,DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),,3rd,125.637004444,6.141843501
118602000,118600000,110000000,JOSE ABAD SANTOS (TRINIDAD),DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),,1st,125.525463066,5.845854227
118603000,118600000,110000000,MALITA (Capital),DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),,1st,125.543457488,6.319302352
118604000,118600000,110000000,SANTA MARIA,DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),,2nd,125.46513654,6.493292564
118605000,118600000,110000000,SARANGANI,DAVAO OCCIDENTAL,REGION XI (DAVAO REGION),,4th,125.387623274,5.39957781
124701000,124700000,120000000,ALAMADA,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.580725987,7.474582758
124702000,124700000,120000000,CARMEN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.766884026,7.312588485
124703000,124700000,120000000,KABACAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.853639341,7.172824525
124704000,124700000,120000000,CITY OF KIDAPAWAN (Capital),COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),CC,3rd,125.065689756,7.037487332
124705000,124700000,120000000,LIBUNGAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,2nd,124.544069569,7.288264241
124706000,124700000,120000000,MAGPET,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,125.177397752,7.132213525
124707000,124700000,120000000,MAKILALA,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,125.112459624,6.932082943
124708000,124700000,120000000,MATALAM,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.949778801,7.200487812
124709000,124700000,120000000,MIDSAYAP,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.52391254,7.152211434
124710000,124700000,120000000,M'LANG,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.902382846,6.940700305
124711000,124700000,120000000,PIGKAWAYAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.43094897,7.308160619
124712000,124700000,120000000,PIKIT,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.644679264,7.053743824
124713000,124700000,120000000,PRESIDENT ROXAS,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,124.981130246,7.375561561
124714000,124700000,120000000,TULUNAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,2nd,124.957240629,6.817124892
124715000,124700000,120000000,ANTIPAS,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,2nd,125.067928181,7.264059649
124716000,124700000,120000000,BANISILAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,2nd,124.716848767,7.482681828
124717000,124700000,120000000,ALEOSAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,3rd,124.62186727,7.172143081
124718000,124700000,120000000,ARAKAN,COTABATO (NORTH COTABATO),REGION XII (SOCCSKSARGEN),,1st,125.17661804,7.35327709
126302000,126300000,120000000,BANGA,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,124.79260412,6.407116996
126303000,126300000,120000000,CITY OF GENERAL SANTOS (DADIANGAS),SOUTH COTABATO,REGION XII (SOCCSKSARGEN),HUC,1st,125.130605376,6.131292865
126306000,126300000,120000000,CITY OF KORONADAL (Capital),SOUTH COTABATO,REGION XII (SOCCSKSARGEN),CC,3rd,124.884516798,6.478884052
126311000,126300000,120000000,NORALA,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,3rd,124.678909444,6.531241854
126312000,126300000,120000000,POLOMOLOK,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,125.081678451,6.260501509
126313000,126300000,120000000,SURALLAH,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,124.71915137,6.337401935
126314000,126300000,120000000,TAMPAKAN,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,2nd,125.019357767,6.469677482
126315000,126300000,120000000,TANTANGAN,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,3rd,124.762390682,6.571513606
126316000,126300000,120000000,T'BOLI,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,124.872153572,6.137718946
126317000,126300000,120000000,TUPI,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,124.982468359,6.350213136
126318000,126300000,120000000,SANTO NIÑO,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,3rd,124.668193377,6.457328253
126319000,126300000,120000000,LAKE SEBU,SOUTH COTABATO,REGION XII (SOCCSKSARGEN),,1st,124.589936762,6.244422713
126501000,126500000,120000000,BAGUMBAYAN,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,124.519293859,6.468842733
126502000,126500000,120000000,COLUMBIO,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,125.01419963,6.636767516
126503000,126500000,120000000,ESPERANZA,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,124.467140356,6.710150948
126504000,126500000,120000000,ISULAN (Capital),SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,124.445561458,6.611911376
126505000,126500000,120000000,KALAMANSIG,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,124.160666758,6.50987645
126506000,126500000,120000000,LEBAK,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,1st,124.159866876,6.669726941
126507000,126500000,120000000,LUTAYAN,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,2nd,124.87818646,6.602741736
126508000,126500000,120000000,LAMBAYONG (MARIANO MARCOS),SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,2nd,124.631283773,6.790946069
126509000,126500000,120000000,PALIMBANG,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,2nd,124.252303257,6.29269602
126510000,126500000,120000000,PRESIDENT QUIRINO,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,3rd,124.733113762,6.717994318
126511000,126500000,120000000,CITY OF TACURONG,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),CC,4th,124.672924419,6.655902105
126512000,126500000,120000000,SEN. NINOY AQUINO,SULTAN KUDARAT,REGION XII (SOCCSKSARGEN),,3rd,124.34432881,6.430217666
128001000,128000000,120000000,ALABEL (Capital),SARANGANI,REGION XII (SOCCSKSARGEN),,1st,125.359222791,6.167752863
128002000,128000000,120000000,GLAN,SARANGANI,REGION XII (SOCCSKSARGEN),,1st,125.34238505,5.785207557
128003000,128000000,120000000,KIAMBA,SARANGANI,REGION XII (SOCCSKSARGEN),,1st,124.704268946,6.009380082
128004000,128000000,120000000,MAASIM,SARANGANI,REGION XII (SOCCSKSARGEN),,1st,124.967881106,5.938653539
128005000,128000000,120000000,MAITUM,SARANGANI,REGION XII (SOCCSKSARGEN),,2nd,124.479152253,6.118246624
128006000,128000000,120000000,MALAPATAN,SARANGANI,REGION XII (SOCCSKSARGEN),,1st,125.395319831,6.000370381
128007000,128000000,120000000,MALUNGON,SARANGANI,REGION XII (SOCCSKSARGEN),,1st,125.301011325,6.363006867
129804000,129800000,120000000,CITY OF COTABATO,COTABATO CITY (Not a Province),REGION XII (SOCCSKSARGEN),ICC,3rd,124.231446866,7.208622772
133900000,133900000,130000000,CITY OF MANILA,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,Special,120.9842,14.5995
133901000,133900000,130000000,TONDO I/II,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.985460405,14.600622199
133902000,133900000,130000000,BINONDO,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.975,14.6012
133903000,133900000,130000000,QUIAPO,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9862,14.5983
133904000,133900000,130000000,SAN NICOLAS,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.969,14.5982
133905000,133900000,130000000,SANTA CRUZ,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,122.0308,36.9741
133906000,133900000,130000000,SAMPALOC,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9962,14.611
133907000,133900000,130000000,SAN MIGUEL,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9927,14.5954
133908000,133900000,130000000,ERMITA,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9825,14.5861
133909000,133900000,130000000,INTRAMUROS,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9747,14.5896
133910000,133900000,130000000,MALATE,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9916,14.5702
133911000,133900000,130000000,PACO,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.9939,14.5855
133912000,133900000,130000000,PANDACAN,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,121.003,14.5896
133913000,133900000,130000000,PORT AREA,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,120.969,14.5878
133914000,133900000,130000000,SANTA ANA,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,,117.8677,33.7455
137401000,137400000,130000000,CITY OF MANDALUYONG,"NCR, SECOND DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.041395207,14.583087265
137402000,137400000,130000000,CITY OF MARIKINA,"NCR, SECOND DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.104970621,14.647311438
137403000,137400000,130000000,CITY OF PASIG,"NCR, SECOND DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.085479247,14.578866708
137404000,137400000,130000000,QUEZON CITY,"NCR, SECOND DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,Special,121.060473997,14.680499395
137405000,137400000,130000000,CITY OF SAN JUAN,"NCR, SECOND DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.036699803,14.60247271
137501000,137500000,130000000,CITY OF CALOOCAN,"NCR, THIRD DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.043329861,14.753692621
137502000,137500000,130000000,CITY OF MALABON,"NCR, THIRD DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,120.958556365,14.6741195
137503000,137500000,130000000,CITY OF NAVOTAS,"NCR, THIRD DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,2nd,120.93584369,14.675150104
137504000,137500000,130000000,CITY OF VALENZUELA,"NCR, THIRD DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,120.979164475,14.709993069
137601000,137600000,130000000,CITY OF LAS PIÑAS,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,120.995318985,14.441146535
137602000,137600000,130000000,CITY OF MAKATI,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.032257585,14.553438337
137603000,137600000,130000000,CITY OF MUNTINLUPA,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.033601369,14.402301091
137604000,137600000,130000000,CITY OF PARAÑAQUE,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.015008451,14.483526027
137605000,137600000,130000000,PASAY CITY,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.004000006,14.531408797
137606000,137600000,130000000,PATEROS,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),,1st,121.069478634,14.545097432
137607000,137600000,130000000,CITY OF TAGUIG,"NCR, FOURTH DISTRICT (Not a Province)",NATIONAL CAPITAL REGION (NCR),HUC,1st,121.06247105,14.516646501
140101000,140100000,140000000,BANGUED (Capital),ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,120.600912102,17.611203561
140102000,140100000,140000000,BOLINEY,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.864738788,17.378699021
140103000,140100000,140000000,BUCAY,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.71984628,17.523537522
140104000,140100000,140000000,BUCLOC,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,6th,120.848063523,17.436988499
140105000,140100000,140000000,DAGUIOMAN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.952276395,17.449829879
140106000,140100000,140000000,DANGLAS,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.620677727,17.745087543
140107000,140100000,140000000,DOLORES,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.722211359,17.64674536
140108000,140100000,140000000,LA PAZ,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.65215082,17.664707294
140109000,140100000,140000000,LACUB,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.971540456,17.696995884
140110000,140100000,140000000,LAGANGILANG,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.780917351,17.635706611
140111000,140100000,140000000,LAGAYAN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.719154551,17.780106611
140112000,140100000,140000000,LANGIDEN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.534519761,17.610667463
140113000,140100000,140000000,LICUAN-BAAY (LICUAN),ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.873892791,17.573385321
140114000,140100000,140000000,LUBA,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.688103762,17.32691913
140115000,140100000,140000000,MALIBCONG,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.022427948,17.585761559
